experiment_id,sensor_pair,sensor_combination,physiological_parameter,parameter_label,correlation_coefficient,p_value,n_samples,statistically_significant
10,sensor3-sensor4,Finger→Wrist,systolic_bp_mean,Systolic BP (mmHg),0.016952988935212014,0.5906607437683433,1009,False
10,sensor3-sensor4,Finger→Wrist,systolic_bp_std,Systolic BP (mmHg) (SD),0.08522824029953993,0.006752116385105743,1009,True
10,sensor3-sensor4,Finger→Wrist,systolic_bp_min,Systolic BP (mmHg) (Min),0.0011142535645248357,0.9718005459108053,1009,False
10,sensor3-sensor4,Finger→Wrist,systolic_bp_max,Systolic BP (mmHg) (Max),0.08939627525403618,0.004485640788316278,1009,True
10,sensor3-sensor4,Finger→Wrist,diastolic_bp_mean,Diastolic BP (mmHg),-0.015918827335268483,0.6135146259605094,1009,False
10,sensor3-sensor4,Finger→Wrist,diastolic_bp_std,Diastolic BP (mmHg) (SD),0.10164968160368772,0.001223889379355677,1009,True
10,sensor3-sensor4,Finger→Wrist,diastolic_bp_min,Diastolic BP (mmHg) (Min),-0.05260587622336647,0.09489993361843524,1009,False
10,sensor3-sensor4,Finger→Wrist,diastolic_bp_max,Diastolic BP (mmHg) (Max),0.07363708988032801,0.019317760029839075,1009,True
10,sensor3-sensor4,Finger→Wrist,mean_bp_mean,Mean Arterial Pressure (mmHg),-0.01585334929803949,0.6149746521451392,1009,False
10,sensor3-sensor4,Finger→Wrist,mean_bp_std,Mean Arterial Pressure (mmHg) (SD),0.12220363923111063,9.960524698018334e-05,1009,True
10,sensor3-sensor4,Finger→Wrist,mean_bp_min,Mean Arterial Pressure (mmHg) (Min),-0.044197049807793785,0.16066038210033234,1009,False
10,sensor3-sensor4,Finger→Wrist,mean_bp_max,Mean Arterial Pressure (mmHg) (Max),0.10601377780867663,0.0007439802538452508,1009,True
10,sensor3-sensor4,Finger→Wrist,bp_mean,Continuous BP (mmHg),-0.016495172316751072,0.6007297962803855,1009,False
10,sensor3-sensor4,Finger→Wrist,bp_std,Continuous BP (mmHg) (SD),0.11223038670082025,0.0003544788296380143,1009,True
10,sensor3-sensor4,Finger→Wrist,bp_min,Continuous BP (mmHg) (Min),-0.061835807316331134,0.049571368210545155,1009,True
10,sensor3-sensor4,Finger→Wrist,bp_max,Continuous BP (mmHg) (Max),0.07648810533715807,0.015091515469350458,1009,True
10,sensor3-sensor4,Finger→Wrist,cardiac_output_mean,Cardiac Output (L/min),-0.020853653664007567,0.5081877578100407,1009,False
10,sensor3-sensor4,Finger→Wrist,cardiac_output_std,Cardiac Output (L/min) (SD),0.12248467293875202,9.596692467318287e-05,1009,True
10,sensor3-sensor4,Finger→Wrist,cardiac_output_min,Cardiac Output (L/min) (Min),-0.1018183478225265,0.0012009838373929196,1009,True
10,sensor3-sensor4,Finger→Wrist,cardiac_output_max,Cardiac Output (L/min) (Max),0.0114339603272322,0.7167851727821324,1009,False
10,sensor3-sensor4,Finger→Wrist,cardiac_index_mean,Cardiac Index (L/min/m²),-0.020832435953940985,0.508619492934379,1009,False
10,sensor3-sensor4,Finger→Wrist,cardiac_index_std,Cardiac Index (L/min/m²) (SD),0.1208761321712568,0.00011861898933097861,1009,True
10,sensor3-sensor4,Finger→Wrist,cardiac_index_min,Cardiac Index (L/min/m²) (Min),-0.10361235465700523,0.000980661978960874,1009,True
10,sensor3-sensor4,Finger→Wrist,cardiac_index_max,Cardiac Index (L/min/m²) (Max),0.01350420475283217,0.6683266981705644,1009,False
10,sensor3-sensor4,Finger→Wrist,hr_mean,Heart Rate (bpm),-0.09270237978049756,0.0032049208406086716,1009,True
10,sensor3-sensor4,Finger→Wrist,hr_std,Heart Rate (bpm) (SD),0.09906060967673139,0.0016299800351118154,1009,True
10,sensor3-sensor4,Finger→Wrist,hr_min,Heart Rate (bpm) (Min),-0.07673385519339761,0.014768510019919984,1009,True
10,sensor3-sensor4,Finger→Wrist,hr_max,Heart Rate (bpm) (Max),0.014503307573545916,0.645410542561016,1009,False
10,sensor3-sensor4,Finger→Wrist,systemic_vascular_resistance_mean,Systemic Vascular Resistance (dyn·s/cm⁵),0.0046134808061622755,0.8836330671664808,1009,False
10,sensor3-sensor4,Finger→Wrist,systemic_vascular_resistance_std,Systemic Vascular Resistance (dyn·s/cm⁵) (SD),0.1489497768793453,2.013933322119246e-06,1009,True
10,sensor3-sensor4,Finger→Wrist,systemic_vascular_resistance_min,Systemic Vascular Resistance (dyn·s/cm⁵) (Min),-0.05385257277357845,0.08731499526381908,1009,False
10,sensor3-sensor4,Finger→Wrist,systemic_vascular_resistance_max,Systemic Vascular Resistance (dyn·s/cm⁵) (Max),0.11442564146058931,0.00027035318819603496,1009,True
10,sensor3-sensor4,Finger→Wrist,rsp_mean,Respiration Rate (breaths/min),-0.02950116445104815,0.349201323339848,1009,False
10,sensor3-sensor4,Finger→Wrist,rsp_std,Respiration Rate (breaths/min) (SD),-0.0092659281598401,0.7687797125341588,1009,False
