sensor,sensor_name,peak_number,peak_index,peak_time_s,quality
sensor2,nose,1,36,0.3239929118167591,excellent
sensor2,nose,2,133,1.1969738131008043,excellent
sensor2,nose,3,231,2.0789545174908706,excellent
sensor2,nose,4,326,2.933935812562874,excellent
sensor2,nose,5,418,3.7619176983168137,excellent
sensor2,nose,6,508,4.5718999778587115,excellent
sensor2,nose,7,607,5.462880485354799,excellent
sensor2,nose,8,782,7.037846028908489,excellent
sensor2,nose,9,947,8.522813541401968,excellent
sensor2,nose,10,1033,9.29679660851978,excellent
sensor2,nose,11,1123,10.10677888806168,excellent
sensor2,nose,12,1208,10.87176215207347,excellent
sensor2,nose,13,1288,11.591746400555158,excellent
sensor2,nose,14,1371,12.338730058354908,excellent
sensor2,nose,15,1445,13.004715488200468,excellent
sensor2,nose,16,1525,13.724699736682155,excellent
sensor2,nose,17,1608,14.471683394481905,excellent
sensor2,nose,18,1689,15.200667446069613,excellent
sensor2,nose,19,1777,15.99265011939947,excellent
sensor2,nose,20,1860,16.73963377719922,excellent
sensor2,nose,21,1950,17.549616056741115,excellent
sensor2,nose,22,2030,18.269600305222802,excellent
sensor2,nose,23,2116,19.043583372340617,excellent
sensor2,nose,24,2227,20.042561517108958,excellent
sensor2,nose,25,2291,20.618548915894305,excellent
sensor2,nose,26,2374,21.365532573694058,excellent
sensor2,nose,27,2468,22.21151406566004,excellent
sensor2,nose,28,2553,22.97649732967183,excellent
sensor2,nose,29,2635,23.71448118436556,excellent
sensor2,nose,30,2725,24.52446346390746,excellent
sensor2,nose,31,2822,25.397444365191504,excellent
sensor2,nose,32,2907,26.162427629203297,excellent
sensor2,nose,33,2998,26.981409711851214,excellent
sensor2,nose,34,3138,28.241382146694164,excellent
sensor2,nose,35,3264,29.375357338052822,excellent
sensor2,nose,36,3346,30.113341192746553,excellent
sensor2,nose,37,3395,30.554331544941586,excellent
sensor2,nose,38,3516,31.643307720770135,excellent
sensor2,nose,39,3601,32.40829098478193,excellent
sensor2,nose,40,3685,33.1642744456877,excellent
sensor2,nose,41,3771,33.938257512805514,excellent
sensor2,nose,42,3857,34.712240579923325,excellent
sensor2,nose,43,3947,35.522222859465224,excellent
sensor2,nose,44,4025,36.22420750173487,excellent
sensor2,nose,45,4113,37.01619017506472,excellent
sensor2,nose,46,4202,37.8171726515006,excellent
sensor2,nose,47,4289,38.60015552172443,excellent
sensor2,nose,48,4373,39.356138982630206,excellent
sensor2,nose,49,4455,40.09412283732394,excellent
sensor2,nose,50,4540,40.859106101335726,excellent
sensor2,nose,51,4624,41.6150895622415,excellent
sensor2,nose,52,4707,42.362073220041246,excellent
sensor2,nose,53,4784,43.055058059204875,excellent
sensor2,nose,54,4867,43.80204171700462,excellent
sensor2,nose,55,4948,44.53102576859233,excellent
sensor2,nose,56,5033,45.296009032604125,excellent
sensor2,nose,57,5110,45.98899387176775,excellent
sensor2,nose,58,5198,46.7809765450976,excellent
sensor2,nose,59,5285,47.563959415321435,excellent
sensor2,nose,60,5376,48.382941497969355,excellent
sensor2,nose,61,5462,49.15692456508717,excellent
sensor2,nose,62,5546,49.91290802599294,excellent
sensor2,nose,63,5635,50.71389050242882,excellent
sensor2,nose,64,5725,51.52387278197072,excellent
sensor2,nose,65,5812,52.30685565219455,excellent
sensor2,nose,66,5894,53.04483950688828,excellent
sensor2,nose,67,5977,53.791823164688026,excellent
sensor2,nose,68,6065,54.58380583801788,excellent
sensor2,nose,69,6152,55.366788708241714,excellent
sensor2,nose,70,6237,56.13177197225351,excellent
sensor2,nose,71,6316,56.842756417629175,excellent
sensor2,nose,72,6398,57.580740272322906,excellent
sensor2,nose,73,6482,58.33672373322867,excellent
sensor2,nose,74,6567,59.10170699724047,excellent
sensor2,nose,75,6650,59.848690655040215,excellent
sensor2,nose,76,6733,60.59567431283997,excellent
sensor2,nose,77,6822,61.396656789275845,excellent
sensor2,nose,78,6914,62.22463867502979,excellent
sensor2,nose,79,7001,63.00762154525362,excellent
sensor2,nose,80,7091,63.81760382479552,excellent
sensor2,nose,81,7183,64.64558571054945,excellent
sensor2,nose,82,7275,65.4735675963034,excellent
sensor2,nose,83,7363,66.26555026963325,excellent
sensor2,nose,84,7454,67.08453235228117,excellent
sensor2,nose,85,7547,67.92151404114114,excellent
sensor2,nose,86,7640,68.75849573000109,excellent
sensor2,nose,87,7728,69.55047840333094,excellent
sensor2,nose,88,7818,70.36046068287284,excellent
sensor2,nose,89,7913,71.21544197794485,excellent
sensor2,nose,90,8007,72.06142346991084,excellent
sensor2,nose,91,8091,72.8174069308166,excellent
sensor2,nose,92,8183,73.64538881657055,excellent
sensor2,nose,93,8281,74.5273695209606,excellent
sensor2,nose,94,8380,75.4183500284567,excellent
sensor2,nose,95,8468,76.21033270178656,excellent
sensor2,nose,96,8555,76.99331557201039,excellent
sensor2,nose,97,8650,77.84829686708238,excellent
sensor2,nose,98,8742,78.67627875283632,excellent
sensor2,nose,99,8830,79.46826142616618,excellent
sensor2,nose,100,8918,80.26024409949603,excellent
sensor2,nose,101,9012,81.10622559146202,excellent
sensor2,nose,102,9106,81.95220708342801,excellent
sensor2,nose,103,9195,82.75318955986388,excellent
sensor2,nose,104,9288,83.59017124872383,excellent
sensor2,nose,105,9384,84.45415234690186,excellent
sensor2,nose,106,9475,85.27313442954978,excellent
sensor2,nose,107,9563,86.06511710287964,excellent
sensor2,nose,108,9655,86.89309898863358,excellent
sensor2,nose,109,9750,87.74808028370558,excellent
sensor2,nose,110,9843,88.58506197256554,excellent
sensor2,nose,111,9928,89.35004523657733,excellent
sensor2,nose,112,10018,90.16002751611923,excellent
sensor2,nose,113,10108,90.97000979566113,excellent
sensor2,nose,114,10196,91.76199246899098,excellent
sensor2,nose,115,10282,92.5359755361088,excellent
sensor2,nose,116,10372,93.34595781565069,excellent
sensor2,nose,117,10474,94.26393773246485,excellent
sensor2,nose,118,10649,95.83890327601854,excellent
sensor2,nose,119,10739,96.64888555556044,excellent
sensor2,nose,120,10831,97.47686744131437,excellent
sensor2,nose,121,10914,98.22385109911413,excellent
sensor2,nose,122,11006,99.05183298486807,excellent
sensor2,nose,123,11097,99.87081506751598,excellent
sensor2,nose,124,11189,100.69879695326992,excellent
sensor2,nose,125,11274,101.46378021728172,excellent
sensor2,nose,126,11368,102.3097617092477,excellent
sensor2,nose,127,11464,103.17374280742573,excellent
sensor2,nose,128,11560,104.03772390560374,excellent
sensor2,nose,129,11649,104.83870638203962,excellent
sensor2,nose,130,11745,105.70268748021765,excellent
sensor2,nose,131,11843,106.58466818460771,excellent
sensor2,nose,132,11937,107.4306496765737,excellent
sensor2,nose,133,12026,108.23163215300957,excellent
sensor2,nose,134,12123,109.10461305429362,excellent
sensor2,nose,135,12219,109.96859415247164,excellent
sensor2,nose,136,12306,110.75157702269547,excellent
sensor2,nose,137,12401,111.60655831776748,excellent
sensor2,nose,138,12496,112.46153961283949,excellent
sensor2,nose,139,12592,113.3255207110175,excellent
sensor2,nose,140,12681,114.12650318745338,excellent
sensor2,nose,141,12776,114.98148448252539,excellent
sensor2,nose,142,12870,115.82746597449137,excellent
sensor2,nose,143,12967,116.70044687577541,excellent
sensor2,nose,144,13057,117.51042915531731,excellent
sensor2,nose,145,13147,118.32041143485921,excellent
sensor2,nose,146,13241,119.1663929268252,excellent
sensor2,nose,147,13339,120.04837363121526,excellent
sensor2,nose,148,13430,120.86735571386318,excellent
sensor2,nose,149,13523,121.70433740272314,excellent
sensor2,nose,150,13622,122.59531791021922,excellent
sensor2,nose,151,13718,123.45929900839725,excellent
sensor2,nose,152,13807,124.26028148483313,excellent
sensor2,nose,153,13901,125.1062629767991,excellent
sensor2,nose,154,14002,126.01524309050724,excellent
sensor2,nose,155,14099,126.88822399179128,excellent
sensor2,nose,156,14190,127.7072060744392,excellent
sensor2,nose,157,14283,128.54418776329916,excellent
sensor2,nose,158,14377,129.39016925526514,excellent
sensor2,nose,159,14465,130.182151928595,excellent
sensor2,nose,160,14638,131.73911786593663,excellent
sensor2,nose,161,14750,132.747095813811,excellent
sensor2,nose,162,14944,134.4930576163791,excellent
sensor2,nose,163,15112,136.00502453819064,excellent
sensor2,nose,164,15202,136.81500681773255,excellent
