exp_id,sensor_pair,physio_col,r2_score,mae,n_samples,slope,intercept
1,sensor2-sensor3,systolic_bp_mean,0.34410342218762746,1.320868833553889,18,0.2872656313143601,111.64554511258247
1,sensor2-sensor3,diastolic_bp_mean,0.19998402540214855,1.1567882900924653,18,-0.11969114026722721,66.65671207019831
1,sensor2-sensor3,mean_bp_mean,0.033835981999582265,1.0159527794149337,18,-0.04024816769046952,84.66284172534013
1,sensor2-sensor3,cardiac_output_mean,0.02353781558957313,0.1953862651843837,18,-0.006335311215072853,7.962683082772743
1,sensor2-sensor3,cardiac_index_mean,0.02485213642716566,0.01727153463959584,18,-0.0005758540661269197,4.858832411165717
1,sensor2-sensor4,systolic_bp_mean,0.01221708329483484,1.024344421686423,14,0.01582122866671192,120.6933368322133
1,sensor2-sensor4,diastolic_bp_mean,0.11064655756507058,1.1572497473818524,14,-0.05240631373608393,65.91988421468413
1,sensor2-sensor4,mean_bp_mean,0.000960936193494244,0.9675799041805645,14,-0.004011843274816837,83.60967407886776
1,sensor2-sensor4,cardiac_output_mean,0.8110387524817869,0.07711635563447976,14,-0.019789178018519708,9.07746542450468
1,sensor2-sensor4,cardiac_index_mean,0.8119178771228392,0.006791913721038283,14,-0.0017498062030825107,4.956827883689302
1,sensor2-sensor5,systolic_bp_mean,0.014092140825068267,1.0860765278096107,12,0.04145317292442469,123.35161818517366
1,sensor2-sensor5,diastolic_bp_mean,0.022989546940572092,1.0771826852552142,12,-0.05365002906060876,60.403919849499914
1,sensor2-sensor5,mean_bp_mean,0.018996438200282628,1.0135922931632255,12,-0.04785921621977557,81.17015528647872
1,sensor2-sensor5,cardiac_output_mean,0.00017927117879035226,0.1857270115261406,12,0.000868824800258684,7.777935301749668
1,sensor2-sensor5,cardiac_index_mean,0.00011010242266329406,0.016428457382027473,12,6.029544300430605e-05,4.841150245758031
1,sensor3-sensor4,systolic_bp_mean,0.0796495478811644,2.3109858064837057,33,0.07957867732261985,120.40593360754848
1,sensor3-sensor4,diastolic_bp_mean,0.08732848142385052,1.3744393445488619,33,-0.0573299056435645,63.17209108666433
1,sensor3-sensor4,mean_bp_mean,0.01609235844999435,1.2296899891169502,33,-0.019106311370390042,83.3437511049481
1,sensor3-sensor4,cardiac_output_mean,0.05658577116020436,0.31147207235012525,33,0.010210067083387972,7.588773138868574
1,sensor3-sensor4,cardiac_index_mean,0.05681116889432114,0.027582400953651307,33,0.0009045589377569235,4.825125696643735
1,sensor3-sensor5,systolic_bp_mean,0.006795377118992696,3.5444269601102074,25,0.055552397591457824,128.39596764694457
1,sensor3-sensor5,diastolic_bp_mean,0.03789507068822706,1.562809254830156,25,0.07635117811728603,68.38650669545682
1,sensor3-sensor5,mean_bp_mean,0.0471820102826398,1.3595843895519926,25,0.06406545723504233,88.26968071744155
1,sensor3-sensor5,cardiac_output_mean,0.09234832759882206,0.32264562409446684,25,0.024971612579453874,9.987970778246224
1,sensor3-sensor5,cardiac_index_mean,0.0932351258041596,0.02848199848664741,25,0.002217316744308587,5.038093930331492
1,sensor4-sensor5,systolic_bp_mean,0.2842239439686137,1.9417842887571277,18,-0.213465704347702,99.15342604762542
1,sensor4-sensor5,diastolic_bp_mean,0.20759915197704915,1.8150857127492646,18,0.15092704569870138,78.65797780299414
1,sensor4-sensor5,mean_bp_mean,0.15170457927385161,1.326213200554909,18,0.09196802008878152,93.13851394476501
1,sensor4-sensor5,cardiac_output_mean,0.021145498001578056,0.36557024910909514,18,-0.009783954100250788,6.868753573688394
1,sensor4-sensor5,cardiac_index_mean,0.020925889293914146,0.032294524244394975,18,-0.0008600482519049914,4.762063855163757
