exp_id,sensor_pair,physio_col,r2_score,mae,n_samples,slope,intercept
7,sensor3-sensor4,systolic_bp_mean,0.020207484208368598,4.201483023502983,43,0.15754912774036964,138.2121609597431
7,sensor3-sensor4,diastolic_bp_mean,0.3908840367766102,1.8433547762377158,43,-0.5084045139164362,80.77977136028626
7,sensor3-sensor4,mean_bp_mean,0.34473240316659837,1.3114046397375703,43,-0.28295781092590483,97.69140879889088
7,sensor3-sensor4,cardiac_output_mean,0.2126730205978774,0.8648861869185017,43,0.14698922579530507,3.8372750788410115
7,sensor3-sensor4,cardiac_index_mean,0.2124495746513636,0.0762960191384623,43,0.01295133809514874,4.4949078300781755
7,sensor3-sensor5,systolic_bp_mean,7.674879755847908e-05,3.6816960128521052,27,-0.007793064312682985,141.70127610178986
7,sensor3-sensor5,diastolic_bp_mean,0.006254257160737686,1.4378560601933332,27,-0.035020887408963884,60.870135132274164
7,sensor3-sensor5,mean_bp_mean,0.008899364658533582,1.0052122010562654,27,0.02698477392257875,88.92704574881624
7,sensor3-sensor5,cardiac_output_mean,0.0384232115382932,0.5899785561348939,27,0.036372689672301686,10.94192038425307
7,sensor3-sensor5,cardiac_index_mean,0.038251290044082786,0.05211583994345473,27,0.003201756146919458,5.120696059137267
7,sensor4-sensor5,systolic_bp_mean,0.000997998390671273,3.71755487278135,28,-0.02016679550190596,140.0235475862836
7,sensor4-sensor5,diastolic_bp_mean,0.015168598500783559,1.3173269859278007,28,0.03771868193762967,66.53526262596966
7,sensor4-sensor5,mean_bp_mean,0.047284828598535666,1.0060874291618345,28,0.04373038984771377,91.45392404144702
7,sensor4-sensor5,cardiac_output_mean,0.0017423766970005028,0.5779798939519047,28,0.005405657261213322,9.29520479800556
7,sensor4-sensor5,cardiac_index_mean,0.0017099798432655966,0.05102780588100136,28,0.0004724532479753886,4.975415027073728
